ts_code,ann_date,nav_date,unit_nav,accum_nav,accum_div,net_asset,total_netasset,adj_nav,update_flag
004359.OF,20230120,20221231,1.554,1.604,,21210421.22,42266215.43,1.6332944,1
004357.OF,20230422,20230331,2.2755,2.2755,,478993569.84,478993569.84,2.2755,1
004357.OF,20230120,20221231,2.1773,2.1773,,467999804.85,467999804.85,2.1773,1
003025.OF,20230421,20230331,1.1202,1.6218,,249398029.15,249398029.15,1.73329931,1
003025.OF,20230120,20221231,1.1273,1.6289,,268005003.5,268005003.5,1.74428522,1
004374.OF,20230421,20230331,2.0528,2.1478,,770776504.81,942578359.37,2.2313197,1
004374.OF,20230120,20221231,1.8358,1.9308,,589923233.44,723506074.72,1.99544851,1
002602.OF,20230421,20230331,1.202,1.248,,619232346.25,619232346.25,1.24958348,1
002602.OF,20230120,20221231,1.177,1.223,,858959313.72,858959313.72,1.2235938,1
167702.OF,20230420,20230331,1.3264,1.5364,,31464527.78,75752447.21,1.51255049,1
167702.OF,20230119,20221231,1.2586,1.4686,,32172846.97,88152644.74,1.43523526,1
004316.OF,20230422,20230331,1.0793,1.7293,,246573788.14,565288857.39,1.76246779,1
004316.OF,20230120,20221231,1.0204,1.6704,,230445741.83,517975716.68,1.66628568,1
004276.OF,20230422,20230331,1.0227,1.3247,,39817918.9,43480048.15,1.36272249,1
004276.OF,20230120,20221231,1.0022,1.3042,,39019910.28,42611742.91,1.33540675,1
002005.OF,20230421,20230331,1.258,1.258,,50194360.37,50194360.37,1.258,1
002005.OF,20230120,20221231,1.242,1.242,,48976272.19,48976272.19,1.242,1
004075.OF,20230421,20230331,2.8101,2.8101,,3797356302.42,4167554301.89,2.8101,1
004075.OF,20230119,20221231,2.7752,2.7752,,3392781594.15,3690270171.46,2.7752,1
004284.OF,20230423,20230331,1.2198,1.2198,,53297488.62,53297488.62,1.2198,1
004284.OF,20230119,20221231,1.1927,1.1927,,52113721.07,52113721.07,1.1927,1
673100.OF,20230421,20230331,1.684,1.804,,430588705.53,821855809.74,1.8677766,1
673100.OF,20230119,20221231,1.631,1.751,,403088696.71,694092353.21,1.80899266,1
004209.OF,20230421,20230331,0.8189,1.0369,,58673638.8,58673638.8,0.96328709,1
004209.OF,20230118,20221231,0.7856,1.0036,,57074770.29,57074770.29,0.92411569,1
004453.OF,20230422,20230331,1.7487,1.8027,,3816364.18,417360141.21,1.62370868,1
004453.OF,20230120,20221231,1.7273,1.7813,,3813769.43,433439368.64,1.60383828,1
001725.OF,20230421,20230331,2.402,2.402,,2295014776.25,2411294445.34,2.402,1
001725.OF,20230120,20221231,2.464,2.464,,2334888815.17,2469993027.49,2.464,1
004355.OF,20230421,20230331,2.1219,5.2912,,1558924374.08,1662752887.18,2.092552,1
004355.OF,20230120,20221231,2.0355,5.2059,,1130585897.8,1130598519.42,2.007347,1
003593.OF,20230422,20230331,0.7025,2.1573,,350420198.97,350420198.97,2.16925479,1
003593.OF,20230120,20221231,0.6532,2.108,,350641638.5,350641638.5,2.01702097,1
003984.OF,20230421,20230331,2.2881,2.2881,,3762951060.67,5142461452.43,2.2881,1
003984.OF,20230120,20221231,2.3811,2.3811,,3794049360.56,5022818523.43,2.3811,1
003957.OF,20230421,20230331,1.4936,1.4936,,42492964.72,149108306.12,1.4936,1
003957.OF,20230119,20221231,1.4504,1.4504,,40868098.36,123103474.39,1.4504,1
004249.OF,20230421,20230331,1.668,1.668,,56025697.69,56025697.69,1.668,1
004249.OF,20230119,20221231,1.597,1.597,,55946336.49,55946336.49,1.597,1
000762.OF,20230421,20230331,1.271,1.271,,4721952449.09,5625939350.63,1.271,1
000762.OF,20230120,20221231,1.277,1.277,,6400960487.18,7608909004.36,1.277,1
004244.OF,20230422,20230331,0.7034,0.7034,,35419173.52,35419173.52,0.7034,1
004244.OF,20230119,20221231,0.6591,0.6591,,33835614.26,33835614.26,0.6591,1
004189.OF,20230423,20230331,1.4056,1.0006,,53673528.48,53673528.48,1.0005733,1
004189.OF,20230120,20221231,1.3342,0.9497,,73165578.88,73165578.88,0.94974736,1
003697.OF,20230421,20230331,1.3208,1.3208,,67585759.77,67585759.77,1.3208,1
003697.OF,20230120,20221231,1.2727,1.2727,,59529707.28,59529707.28,1.2727,1
004442.OF,20230422,20230331,1.197,1.379,,170286475.15,704099194.04,1.38308625,1
004442.OF,20230120,20221231,1.1803,1.3623,,198297202.83,975656172.91,1.36379006,1
001880.OF,20230421,20230331,2.0595,2.0595,,149050801.4,270034878.32,2.0595,1
001880.OF,20230120,20221231,2.1802,2.1802,,135367013.22,274845424.14,2.1802,1
004314.OF,20230422,20230331,1.6888,1.6888,,77286037.26,176329807.13,1.6888,1
004314.OF,20230120,20221231,1.4791,1.4791,,67750918.41,159142297.12,1.4791,1
003845.OF,20230422,20230331,0.9729,0.9729,,128415075.26,128422495.77,0.9729,1
003845.OF,20230119,20221231,0.9889,0.9889,,130533528.76,130541507.9,0.9889,1
004157.OF,20230420,20230331,1.382,1.382,,6280219.57,21448794.83,1.382,1
004157.OF,20230117,20221231,1.379,1.379,,55975379.69,71529942.24,1.379,1
519229.OF,20230422,20230331,1.0775,1.4558,,240380448.13,296569438.71,1.50344512,1
519229.OF,20230121,20221231,1.0523,1.4306,,278132031.52,518283777.24,1.46828335,1
003853.OF,20230421,20230331,3.7587,4.0952,,1260445024.31,1749661576.45,4.17365078,1
003853.OF,20230120,20221231,3.1341,3.4706,,851594556.55,1285871405.88,3.48009655,1
004260.OF,20230417,20230331,1.2714,1.2714,,12268948.7,12268948.7,1.2714,1
004260.OF,20230119,20221231,1.0838,1.0838,,1830853.58,1830853.58,1.0838,1
004005.OF,20230422,20230331,1.0326,1.0471,,249560700.67,249709141.45,1.04703678,1
004005.OF,20230119,20221231,1.015,1.0295,,245291263.04,245452350.34,1.02919072,1
004138.OF,20230422,20230331,1.7224,2.0546,,188349978.87,206982252.0,2.02208119,1
004138.OF,20230120,20221231,1.67,2.0022,,185940897.91,186200639.73,1.96056408,1
004301.OF,20230422,20230331,1.1311,1.3669,,148380120.83,148625361.17,1.40479747,1
004301.OF,20230120,20221231,1.1267,1.3625,,147798244.43,149467974.59,1.39933278,1
004048.OF,20230421,20230331,0.8825,1.1331,,3631837.55,49320670.75,1.09088759,1
004048.OF,20230120,20221231,0.9526,1.2032,,41443.78,2272916.0,1.17754053,1
004224.OF,20230422,20230331,1.364,1.364,,4922382540.25,7442557166.89,1.364,1
004224.OF,20230120,20221231,1.5051,1.5051,,5453275948.29,8818405721.59,1.5051,1
001825.OF,20230421,20230331,1.888,1.888,,329148773.48,366445920.72,1.888,1
001825.OF,20230120,20221231,1.9696,1.9696,,369975237.28,498848450.43,1.9696,1
004069.OF,20230422,20230331,0.9588,0.9588,,1562686233.37,7397038118.3,0.9588,1
004069.OF,20230120,20221231,0.9221,0.9221,,1501611001.33,7533002700.4,0.9221,1
004083.OF,20230422,20230331,1.531,1.556,,292978646.15,293438799.06,1.56897646,1
004083.OF,20230120,20221231,1.5133,1.5383,,289627703.58,290206930.54,1.55083741,1
004194.OF,20230421,20230331,1.601,1.601,,356638106.49,676755798.53,1.601,1
004194.OF,20230118,20221231,1.4283,1.4283,,256631815.45,470590861.95,1.4283,1
003318.OF,20230421,20230331,1.4128,1.4128,,1043220839.71,1043220839.71,1.4128,1
003318.OF,20230120,20221231,1.2697,1.2697,,1001463126.86,1001463126.86,1.2697,1
004131.OF,20230422,20230331,1.5731,1.5961,,65342396.52,216778034.5,1.6088487,1
004131.OF,20230120,20221231,1.5479,1.5709,,229680079.98,290307169.08,1.58307603,1
004081.OF,20230422,20230331,1.625,1.649,,2037711.53,6674231.58,1.5495025,1
004081.OF,20230120,20221231,1.6243,1.6483,,3286199.25,8589095.37,1.54883502,1
003238.OF,20230421,20230331,2.0607,2.0607,,34879440.15,34879440.15,2.0607,1
003238.OF,20230120,20221231,1.9028,1.9028,,50634529.35,50634529.35,1.9028,1
003831.OF,20230421,20230331,1.05,1.5024,,2603710527.98,2603710527.98,1.5248756,1
003831.OF,20230120,20221231,1.0449,1.4973,,3939320788.36,3939320788.36,1.51746907,1
004129.OF,20230422,20230331,1.394,1.42,,264226411.14,264256570.82,1.42982859,1
004129.OF,20230120,20221231,1.3691,1.3951,,259499290.57,259569146.15,1.40428861,1
001901.OF,20230422,20230331,0.999,1.609,,401251476.41,402506050.61,1.62841891,1
001901.OF,20230120,20221231,1.005,1.615,,403741341.31,405151866.16,1.6381992,1
004321.OF,20230422,20230331,1.0779,1.0779,,89181480.55,89181480.55,1.0779,1
004321.OF,20230120,20221231,0.8712,0.8712,,32735291.43,32735291.43,0.8712,1
004142.OF,20230421,20230331,1.7814,1.7814,,5765795.38,95094246.28,1.7814,1
004142.OF,20230118,20221231,1.7011,1.7011,,6509849.0,197824233.03,1.7011,1
003670.OF,20230421,20230331,1.4966,1.4966,,13266595.25,13266595.25,1.4966,1
003670.OF,20230120,20221231,1.4538,1.4538,,13177088.11,13177088.11,1.4538,1
004335.OF,20230423,20230331,1.8941,1.8941,,212766487.63,212766487.63,1.8941,1
004335.OF,20230119,20221231,1.8523,1.8523,,219666279.11,219666279.11,1.8523,1
003561.OF,20230422,20230331,1.2021,1.2021,,46343834.02,46343834.02,1.2021,1
003561.OF,20230120,20221231,1.2523,1.2523,,50354926.23,50354926.23,1.2523,1
519193.OF,20230421,20230331,2.3643,2.3643,,432938256.48,432938256.48,2.3643,1
519193.OF,20230120,20221231,2.2414,2.2414,,436317384.09,436317384.09,2.2414,1
004100.OF,20230421,20230331,1.3392,1.3717,,412248326.68,412248326.68,1.37065479,1
004100.OF,20230120,20221231,1.3318,1.3643,,486978315.53,486978315.53,1.36308099,1
001657.OF,20230422,20230331,2.418,2.418,,6482461.82,8207215.45,2.418,1
001657.OF,20230120,20221231,2.192,2.192,,5906280.52,5973262.01,2.192,1
002630.OF,20230420,20230331,1.2729,1.2729,,933998.99,29328450.62,1.2729,1
002630.OF,20230118,20221231,1.1296,1.1296,,841614.37,37084577.19,1.1296,1
001603.OF,20230421,20230331,2.192,2.39,,2491512136.69,2491596662.56,2.37119381,1
001603.OF,20230120,20221231,2.165,2.363,,2545306668.24,2545306668.24,2.34198659,1
001581.OF,20230421,20230331,1.936,2.055,,441097391.03,442619507.02,2.12878376,1
001581.OF,20230120,20221231,1.948,2.067,,502918666.82,511756773.1,2.1419787,1
004046.OF,20230421,20230331,1.0219,1.4295,,2418709937.04,2970658581.6,1.24502047,1
004046.OF,20230120,20221231,1.0053,1.4129,,2433916633.08,2557998338.32,1.22479605,1
004279.OF,20230422,20230331,1.097,1.4114,,310963836.91,312346008.16,1.46126115,1
004279.OF,20230120,20221231,1.0722,1.3866,,399535778.3,440528455.68,1.42822626,1
004258.OF,20230422,20230331,1.0761,1.3981,,217515812.4,217591730.08,1.45193625,1
004258.OF,20230120,20221231,1.0702,1.3922,,216426685.8,216563775.62,1.44397563,1
004190.OF,20230421,20230331,1.4973,1.4973,,291851473.45,617238090.49,1.4973,1
004190.OF,20230118,20221231,1.4414,1.4414,,273914844.66,557652342.99,1.4414,1
519175.OF,20230422,20230331,1.1644,1.1894,,37545293.78,48363951.11,1.19055924,1
519175.OF,20230120,20221231,1.1631,1.1881,,38942905.42,50779704.63,1.18923003,1
003567.OF,20230421,20230331,3.2209,3.2209,,10823544681.15,10823544681.15,3.2209,1
003567.OF,20230120,20221231,3.1851,3.1851,,10960471014.11,10960471014.11,3.1851,1
004206.OF,20230423,20230331,1.5243,1.5693,,579075160.96,579075160.96,1.5718716,1
004206.OF,20230120,20221231,1.4661,1.5111,,613912122.58,613912122.58,1.51185525,1
003857.OF,20230422,20230331,2.1247,2.1247,,224654274.02,281360329.88,2.1247,1
003857.OF,20230120,20221231,1.9243,1.9243,,213031105.61,284597098.67,1.9243,1
003956.OF,20230422,20230331,1.5992,1.5992,,366733299.59,366733299.59,1.5992,1
003956.OF,20230120,20221231,1.5932,1.5932,,359910900.08,359910900.08,1.5932,1
003828.OF,20230421,20230331,1.3906,1.3906,,122891751.13,122891751.13,1.3906,1
003828.OF,20230120,20221231,1.3777,1.3777,,121755238.47,121755238.47,1.3777,1
001668.OF,20230421,20230331,2.306,2.306,,1226521342.81,1238181472.95,2.306,1
001668.OF,20230120,20221231,1.979,1.979,,1148391691.39,1152378205.01,1.979,1
003884.OF,20230422,20230331,1.5369,1.5369,,152089984.1,330623375.11,1.5369,1
003884.OF,20230119,20221231,1.466,1.466,,146491873.46,336988611.42,1.466,1
001782.OF,20230421,20230331,2.336,2.47,,58432769.23,154328307.5,2.64049804,1
001782.OF,20230120,20221231,2.172,2.306,,62125029.78,150450881.47,2.45512061,1
001364.OF,20230421,20230331,1.047,1.162,,52973756.94,52983760.86,1.16389806,1
001364.OF,20230118,20221231,1.006,1.121,,51182234.14,51182234.14,1.11832039,1
002910.OF,20230421,20230331,2.7594,2.7594,,10333166943.31,10333166943.31,2.7594,1
002910.OF,20230120,20221231,2.5833,2.5833,,7904675629.78,7904675629.78,2.5833,1
004091.OF,20230422,20230331,1.1155,1.1155,,107250748.34,115389720.72,1.1155,1
004091.OF,20230120,20221231,1.0633,1.0633,,104922238.99,112954742.01,1.0633,1
003598.OF,20230423,20230331,1.991,1.991,,159125051.69,435988469.03,1.991,1
003598.OF,20230120,20221231,1.895,1.895,,6793201.65,361339276.95,1.895,1
003980.OF,20230420,20230331,1.9704,1.9704,,49116450.65,65285652.22,1.9704,1
003980.OF,20230119,20221231,2.1683,2.1683,,57931444.86,79123949.76,2.1683,1
673090.OF,20230421,20230331,1.1983,1.5603,,132109890.53,266559097.56,1.61237884,1
673090.OF,20230119,20221231,1.1084,1.4704,,122123563.91,246866987.23,1.49141343,1
004076.OF,20230422,20230331,2.3007,2.3007,,101692618.25,101692618.25,2.3007,1
004076.OF,20230120,20221231,2.1621,2.1621,,101733488.15,101733488.15,2.1621,1
003813.OF,20230421,20230331,1.3293,1.3293,,111753766.42,111753766.42,1.3293,1
003813.OF,20230119,20221231,1.3043,1.3043,,328825664.73,328825664.73,1.3043,1
004225.OF,20230422,20230331,1.036,1.3821,,507451426.19,575879850.04,1.43358518,1
004225.OF,20230120,20221231,1.0192,1.3653,,642783648.11,794335432.69,1.41033785,1
003704.OF,20230421,20230331,0.9896,1.1257,,10125887.62,10125887.62,1.11177395,1
003704.OF,20230120,20221231,0.9931,1.1292,,10480190.59,10480190.59,1.11570605,1
004008.OF,20230421,20230331,1.5119,2.1449,,67566052.09,91508189.93,1.44229932,1
004008.OF,20230120,20221231,1.4921,2.1251,,102413117.49,172400006.99,1.42341082,1
003132.OF,20230420,20230331,1.6708,1.9222,,54189799.4,54189799.4,2.07840212,1
003132.OF,20230119,20221231,1.6064,1.8578,,73250335.64,73250335.64,1.99829134,1
003889.OF,20230422,20230331,3.7643,3.7643,,74007892.37,124143412.02,3.7643,1
003889.OF,20230119,20221231,3.4687,3.4687,,64688905.34,93250503.89,3.4687,1
003882.OF,20230421,20230331,1.84,1.84,,370834617.29,386308097.97,1.84,1
003882.OF,20230120,20221231,1.8109,1.8109,,366948763.01,381520433.68,1.8109,1
002967.OF,20230420,20230331,2.037,2.037,,390618366.3,390869082.45,2.037,1
002967.OF,20230118,20221231,1.947,1.947,,428470735.1,428963169.17,1.947,1
003986.OF,20230421,20230331,1.8323,1.9203,,2381340669.33,2536384914.31,1.97363972,1
003986.OF,20230120,20221231,1.7399,1.8279,,2441744146.74,2732242556.79,1.87411218,1
004149.OF,20230422,20230331,1.3516,1.4055,,151559643.5,185823858.08,1.40896317,1
004149.OF,20230120,20221231,1.3357,1.3896,,263484976.51,377224364.48,1.39238836,1
002983.OF,20230421,20230331,1.4188,1.4188,,833475119.71,1503662103.63,1.4188,1
002983.OF,20230120,20221231,1.5304,1.5304,,940605056.93,1555471204.9,1.5304,1
003715.OF,20230421,20230331,1.8175,1.8175,,456491126.0,456491126.0,1.80644415,1
003715.OF,20230120,20221231,1.7827,1.7827,,561260444.32,561260444.32,1.77185584,1
003293.OF,20230421,20230331,2.0692,5.5762,,4245734296.96,4245734296.96,2.0692,1
003293.OF,20230120,20221231,1.9475,5.4545,,3187932476.49,3187932476.49,1.9475,1
002943.OF,20230421,20230331,3.4495,3.6898,,15358309636.32,15358309636.32,3.90965664,1
002943.OF,20230120,20221231,3.1237,3.364,,14418706542.31,14418706542.31,3.54039555,1
003580.OF,20230421,20230331,1.3673,1.3673,,130309408.82,130309408.82,1.3673,1
003580.OF,20230119,20221231,1.3743,1.3743,,131315329.03,131315329.03,1.3743,1
003591.OF,20230422,20230331,1.3971,1.5651,,585565575.53,1249888149.55,1.60241235,1
003591.OF,20230120,20221231,1.3562,1.5242,,601400858.1,1315340444.35,1.55550185,1
003298.OF,20230421,20230331,2.619,2.619,,894967381.93,1637955838.93,2.619,1
003298.OF,20230120,20221231,2.616,2.616,,1111997680.53,2423095545.33,2.616,1
001720.OF,20230421,20230331,1.18,1.343,,157103033.13,157103033.13,1.3551107,1
001720.OF,20230120,20221231,1.156,1.319,,159530301.77,159530301.77,1.32754913,1
002000.OF,20230421,20230331,1.334,1.334,,57595813.56,57595813.56,1.334,1
002000.OF,20230120,20221231,1.344,1.344,,55423145.4,55423145.4,1.344,1
003581.OF,20230422,20230331,1.4914,1.5664,,138672560.55,155988821.66,1.56442194,1
003581.OF,20230128,20221231,1.5381,1.6131,,226135756.4,247155072.59,1.61340847,1
003842.OF,20230422,20230331,1.0906,1.3707,,135437676.12,140103807.88,1.40432312,1
003842.OF,20230120,20221231,1.0451,1.3252,,138768827.38,143829927.13,1.34573454,1
001722.OF,20230421,20230331,1.524,1.524,,430349191.75,430349191.75,1.524,1
001722.OF,20230120,20221231,1.495,1.495,,445553399.98,445553399.98,1.495,1
004153.OF,20230420,20230331,1.552,1.705,,265274.26,258517204.83,1.75979804,1
004153.OF,20230117,20221231,1.544,1.697,,261207.47,310058880.01,1.75072692,1
003300.OF,20230421,20230331,1.1811,1.3896,,96412713.33,104829244.87,1.39929847,1
003300.OF,20230120,20221231,1.1252,1.3337,,90341335.45,102979739.36,1.33307141,1
001721.OF,20230421,20230331,1.266,1.266,,50764660.91,50764660.91,1.266,1
001721.OF,20230120,20221231,1.259,1.259,,50164592.57,50164592.57,1.259,1
004175.OF,20230422,20230331,1.4529,1.7622,,3300892.72,197263497.11,1.74754437,1
004175.OF,20230120,20221231,1.4384,1.7477,,3307698.1,256550507.63,1.73010381,1
003659.OF,20230421,20230331,1.2483,1.2483,,38023321.89,38023321.89,1.2483,1
003659.OF,20230119,20221231,1.1862,1.1862,,50226341.17,50226341.17,1.1862,1
003152.OF,20230421,20230331,1.8509,1.8509,,114671472.13,137772837.17,1.8509,1
003152.OF,20230120,20221231,1.708,1.708,,92575007.54,108802143.41,1.708,1
519627.OF,20230421,20230331,1.0281,1.379,,621925315.12,627337622.13,1.4108792,1
519627.OF,20230119,20221231,1.0213,1.3722,,618604018.64,624937398.37,1.40154744,1
003877.OF,20230421,20230331,0.9783,1.1703,,15638639.45,20816627.62,1.16352443,1
003877.OF,20230120,20221231,0.9418,1.1338,,15228653.87,51088199.48,1.12011378,1
001765.OF,20230422,20230331,1.234,1.5,,155319317.11,264801596.23,1.54436023,1
001765.OF,20230120,20221231,1.209,1.475,,196943131.89,387346105.0,1.51307254,1
001498.OF,20230421,20230331,1.2541,1.9541,,76905694.76,77102032.76,1.93819174,1
001498.OF,20230120,20221231,1.1967,1.8967,,90758133.09,91087894.08,1.84948094,1
003126.OF,20230421,20230331,1.1718,1.1718,,700263.86,71639616.73,1.1718,1
003126.OF,20230120,20221231,1.148,1.148,,873704.46,72519276.31,1.148,1
003754.OF,20230422,20230331,1.4411,1.5401,,85695879.27,184255328.84,1.57057536,1
003754.OF,20230120,20221231,1.4377,1.5367,,108886418.34,209056698.04,1.56686988,1
001850.OF,20230422,20230331,1.4574,1.5534,,112742496.04,289150785.53,1.58133515,1
001850.OF,20230120,20221231,1.4553,1.5513,,123148837.06,304303526.56,1.57905657,1
003684.OF,20230422,20230331,1.8058,1.8058,,3244254.61,18169584.87,1.8058,1
003684.OF,20230119,20221231,1.7246,1.7246,,1776618.04,10756809.71,1.7246,1
004010.OF,20230422,20230331,1.4977,1.6594,,3840546253.41,10885446170.79,1.73772217,1
004010.OF,20230120,20221231,1.458,1.6197,,2560307643.11,7152710891.07,1.69165982,1
003940.OF,20230420,20230331,2.0027,2.4888,,4311264845.37,4315878903.83,2.8341139,1
003940.OF,20230120,20221231,2.0232,2.5093,,4853415892.95,4859734715.98,2.8631244,1
003646.OF,20230421,20230331,1.6174,1.6174,,40431960.5,87509851.82,1.6174,1
003646.OF,20230120,20221231,1.4807,1.4807,,51521946.88,95351676.8,1.4807,1
002863.OF,20230420,20230331,2.649,2.649,,245114894.69,245114894.69,2.649,1
002863.OF,20230120,20221231,2.266,2.266,,73243180.91,73243180.91,2.266,1
003333.OF,20230421,20230331,0.855,0.855,,13908069.97,316321995.9,0.855,1
003333.OF,20230119,20221231,0.8457,0.8457,,13784660.25,313005658.32,0.8457,1
002808.OF,20230421,20230331,1.8061,2.1161,,3495755045.54,3495755045.54,2.16041654,1
002808.OF,20230119,20221231,1.6062,1.9162,,3191550595.26,3191550595.26,1.92130062,1
001816.OF,20230421,20230331,1.082,1.456,,2061221414.8,2469069657.11,1.42834534,1
001816.OF,20230120,20221231,1.179,1.553,,2235701678.21,2817539776.86,1.55639479,1
002111.OF,20230423,20230331,1.2783,1.3717,,43130450.47,43130450.47,1.39519935,1
002111.OF,20230119,20221231,1.2647,1.3581,,184666494.78,184666494.78,1.38035564,1
003629.OF,20230421,20230331,1.376,1.376,,437611018.68,437611018.68,1.376,1
003629.OF,20230120,20221231,1.3494,1.3494,,447236016.53,447236016.53,1.3494,1
003886.OF,20230422,20230331,1.6271,1.8982,,158810719.32,371501047.89,1.98542235,1
003886.OF,20230119,20221231,1.5214,1.7925,,143942633.85,417893613.64,1.85644494,1
003366.OF,20230421,20230331,0.891,0.891,,4543277.79,4543277.79,0.891,1
