ts_code,ann_date,nav_date,unit_nav,accum_nav,accum_div,net_asset,total_netasset,adj_nav,update_flag
012178.OF,20230420,20230331,0.7177,0.7177,,1124897840.24,1124897840.24,0.7177,1
012178.OF,20230120,20221231,0.6928,0.6928,,1084233079.4,1084233079.4,0.6928,1
011727.OF,20230421,20230331,1.0022,1.0022,,56395110.22,66039815.33,1.0022,1
011727.OF,20230120,20221231,0.9698,0.9698,,82651723.86,82701748.48,0.9698,1
011532.OF,20230421,20230331,0.9822,0.9822,,43806298.38,56049536.08,0.9822,1
011532.OF,20230120,20221231,0.9342,0.9342,,49919042.23,50035574.66,0.9342,1
011917.OF,20230421,20230331,0.8387,0.8387,,181887495.41,224763398.63,0.8387,1
011917.OF,20230119,20221231,0.8509,0.8509,,195120383.16,215004341.26,0.8509,1
011866.OF,20230421,20230331,0.9793,0.9793,,1780136228.21,1861201962.05,0.9793,1
011866.OF,20230120,20221231,0.9234,0.9234,,1727582867.27,1806416189.03,0.9234,1
011647.OF,20230422,20230331,0.8345,0.8345,,11153526.44,13051092.19,0.8345,1
011647.OF,20230120,20221231,0.798,0.798,,11140644.14,13953721.39,0.798,1
012302.OF,20230422,20230331,0.9596,0.9596,,27605736.45,50391095.06,0.9596,1
012302.OF,20230120,20221231,0.9661,0.9661,,37867402.95,72751910.02,0.9661,1
012200.OF,20230421,20230331,0.9426,0.9426,,135086019.49,184575180.46,0.9426,1
012200.OF,20230120,20221231,0.7748,0.7748,,113358526.19,154559770.32,0.7748,1
012086.OF,20230422,20230331,0.6978,0.6978,,237376887.47,291120724.35,0.6978,1
012086.OF,20230120,20221231,0.7103,0.7103,,244453353.99,301782827.73,0.7103,1
012126.OF,20230421,20230331,1.2389,1.2389,,467006520.75,982458615.98,1.2389,1
012126.OF,20230118,20221231,1.2839,1.2839,,493473069.61,1042496510.93,1.2839,1
010543.OF,20230421,20230331,0.9382,0.9382,,118689236.58,119577452.29,0.9382,1
010543.OF,20230120,20221231,0.9237,0.9237,,117359813.5,118237019.68,0.9237,1
011845.OF,20230422,20230331,0.8331,0.8331,,197531405.11,206865224.04,0.8331,1
011845.OF,20230120,20221231,0.8044,0.8044,,196647961.04,206058428.92,0.8044,1
011635.OF,20230421,20230331,0.7871,0.7871,,618694692.23,815146178.71,0.7871,1
011635.OF,20230120,20221231,0.8121,0.8121,,714983100.97,787640340.72,0.8121,1
012184.OF,20230421,20230331,0.9266,0.9266,,780920082.81,796165139.02,0.9266,1
012184.OF,20230118,20221231,0.8836,0.8836,,764073050.61,778837407.96,0.8836,1
010163.OF,20230421,20230331,1.0207,1.0207,,1139927142.18,1182336788.52,1.0207,1
010163.OF,20230120,20221231,0.9006,0.9006,,1082034982.65,1122035527.64,0.9006,1
012079.OF,20230420,20230331,1.0959,1.0959,,3946980088.23,3946980088.23,1.0959,1
012079.OF,20230118,20221231,1.1042,1.1042,,4055456257.02,4055456257.02,1.1042,1
010361.OF,20230421,20230331,0.6477,0.6477,,2069819345.45,2148623278.19,0.6477,1
010361.OF,20230120,20221231,0.6267,0.6267,,2062634171.34,2141111026.03,0.6267,1
011536.OF,20230421,20230331,0.9457,0.9457,,45527894.8,72206021.14,0.9457,1
011536.OF,20230119,20221231,0.9389,0.9389,,46284673.92,76096732.21,0.9389,1
011853.OF,20230421,20230331,0.8486,0.8486,,490823048.25,2158897417.68,0.8486,1
011853.OF,20230118,20221231,0.8302,0.8302,,501482323.18,2296903758.05,0.8302,1
011717.OF,20230422,20230331,0.9202,0.9202,,126487176.68,145764271.99,0.9202,1
011717.OF,20230120,20221231,0.9549,0.9549,,138559688.02,159244471.46,0.9549,1
011132.OF,20230422,20230331,0.9923,0.9923,,269995852.32,366511461.62,0.9923,1
011132.OF,20230120,20221231,0.9566,0.9566,,123253386.69,195849080.78,0.9566,1
011807.OF,20230421,20230331,0.9757,0.9757,,83524329.93,150878736.22,0.9757,1
011807.OF,20230119,20221231,1.0054,1.0054,,123335946.2,228231349.75,1.0054,1
011908.OF,20230421,20230331,0.7044,0.7044,,791171160.8,1002580551.77,0.7044,1
011908.OF,20230120,20221231,0.68,0.68,,773504558.28,985576000.62,0.68,1
011997.OF,20230421,20230331,1.105,1.105,,123722079.51,129295462.18,1.105,1
011997.OF,20230120,20221231,1.0696,1.0696,,150360252.94,158344897.18,1.0696,1
012107.OF,20230421,20230331,0.9335,0.9335,,1224285774.97,1307605836.13,0.9335,1
012107.OF,20230119,20221231,0.82,0.82,,1074622775.61,1147841282.65,0.82,1
011923.OF,20230421,20230331,0.8244,0.8244,,343631283.17,357089910.73,0.8244,1
011923.OF,20230118,20221231,0.8463,0.8463,,361632301.34,378206978.49,0.8463,1
011578.OF,20230421,20230331,0.9598,0.9598,,2420430396.2,2843778190.68,0.9598,1
011578.OF,20230113,20221231,0.9033,0.9033,,2158213364.3,2576086646.33,0.9033,1
010938.OF,20230421,20230331,0.9452,0.9452,,88291444.52,140663511.15,0.9452,1
010938.OF,20230120,20221231,0.929,0.929,,96668430.27,154875708.76,0.929,1
011911.OF,20230421,20230331,0.6635,0.6635,,626434655.86,668728603.06,0.6635,1
011911.OF,20230120,20221231,0.6348,0.6348,,611511428.99,654249757.01,0.6348,1
012161.OF,20230421,20230331,0.974,0.974,,258258770.21,436842532.74,0.974,1
012161.OF,20230119,20221231,0.9589,0.9589,,281365616.61,479571056.67,0.9589,1
011811.OF,20230422,20230331,0.9439,0.9439,,48180798.73,254179700.21,0.9439,1
011811.OF,20230121,20221231,0.9421,0.9421,,48078892.86,252724525.3,0.9421,1
011458.OF,20230422,20230331,0.7857,0.7857,,175893570.49,280221932.69,0.7857,1
011458.OF,20230119,20221231,0.8136,0.8136,,218034092.64,347454047.18,0.8136,1
012088.OF,20230421,20230331,0.9883,0.9883,,965519454.24,1686738067.67,0.9883,1
012088.OF,20230120,20221231,0.973,0.973,,1040703659.46,1832385104.89,0.973,1
011874.OF,20230422,20230331,0.7823,0.7823,,21193854.23,38568445.39,0.7823,1
011874.OF,20230120,20221231,0.7858,0.7858,,31406378.6,49475458.02,0.7858,1
012362.OF,20230422,20230331,0.8369,0.8369,,31697156.56,319132309.1,0.8369,1
012362.OF,20230120,20221231,0.8079,0.8079,,33347094.57,332857494.56,0.8079,1
011548.OF,20230421,20230331,0.9234,0.9234,,29987589.45,33926412.03,0.9234,1
011548.OF,20230120,20221231,0.9285,0.9285,,30846170.92,34902967.92,0.9285,1
011030.OF,20230421,20230331,0.6749,0.6749,,19721046.36,42822516.53,0.6749,1
011030.OF,20230120,20221231,0.6384,0.6384,,19612366.6,42034291.08,0.6384,1
011387.OF,20230421,20230331,1.0202,1.0202,,472583619.79,486812184.66,1.0202,1
011387.OF,20230120,20221231,0.9948,0.9948,,592864941.19,610099351.0,0.9948,1
011599.OF,20230422,20230331,0.7438,0.7438,,68272350.47,68272350.47,0.7438,1
011599.OF,20230120,20221231,0.6839,0.6839,,61872675.12,61872675.12,0.6839,1
011745.OF,20230421,20230331,0.8591,0.8591,,58766534.01,58766534.01,0.8591,1
011745.OF,20230120,20221231,0.8536,0.8536,,57516719.17,57516719.17,0.8536,1
012029.OF,20230421,20230331,1.0523,1.0523,,824486970.27,874938022.53,1.0523,1
012029.OF,20230120,20221231,1.0204,1.0204,,900981378.5,963008199.51,1.0204,1
011196.OF,20230421,20230331,0.6374,0.6374,,215877516.3,242566833.68,0.6374,1
011196.OF,20230120,20221231,0.6047,0.6047,,213211312.37,238494727.09,0.6047,1
011315.OF,20230421,20230331,0.7042,0.7042,,320950626.22,320950626.22,0.7042,1
011315.OF,20230120,20221231,0.7568,0.7568,,352615727.66,352615727.66,0.7568,1
011353.OF,20230421,20230331,0.9951,0.9951,,1195422535.2,1280741407.24,0.9951,1
011353.OF,20230120,20221231,0.987,0.987,,1441085764.96,1549862589.95,0.987,1
011570.OF,20230421,20230331,0.8425,0.8425,,917640453.9,973756282.36,0.8425,1
011570.OF,20230120,20221231,0.8632,0.8632,,973189240.78,1032672984.51,0.8632,1
011468.OF,20230422,20230331,0.9228,0.9228,,1370802499.28,1449006941.18,0.9228,1
011468.OF,20230120,20221231,0.8813,0.8813,,1299864163.32,1374340210.52,0.8813,1
010320.OF,20230421,20230331,0.9181,0.9181,,89731578.49,92392959.85,0.9181,1
010320.OF,20230120,20221231,0.9026,0.9026,,88142280.22,89240029.56,0.9026,1
011418.OF,20230421,20230331,0.8159,0.8159,,5944577784.27,6525545318.55,0.8159,1
011418.OF,20230120,20221231,0.7936,0.7936,,5772540066.18,6334984083.07,0.7936,1
011013.OF,20230421,20230331,0.7432,0.7432,,421362064.15,457938206.27,0.7432,1
011013.OF,20230120,20221231,0.7179,0.7179,,420674712.06,459966307.91,0.7179,1
011190.OF,20230421,20230331,1.0153,1.0153,,795003245.9,1224716389.29,1.0153,1
011190.OF,20230118,20221231,1.0043,1.0043,,1009327750.29,1555022260.38,1.0043,1
011265.OF,20230422,20230331,1.0362,1.0362,,212787290.15,216010730.35,1.0362,1
011265.OF,20230120,20221231,1.023,1.023,,236810537.45,240177106.3,1.023,1
011820.OF,20230421,20230331,0.8099,0.8099,,1633488105.88,2449044921.03,0.8099,1
011820.OF,20230120,20221231,0.7878,0.7878,,1639305182.16,2466204625.79,0.7878,1
011720.OF,20230421,20230331,1.0051,1.0051,,2138448150.29,2803220794.04,1.0051,1
011720.OF,20230120,20221231,0.9972,0.9972,,2434267452.7,3188792050.64,0.9972,1
011355.OF,20230422,20230331,0.585,0.585,,64471211.96,104122957.31,0.585,1
011355.OF,20230120,20221231,0.617,0.617,,69815453.33,109249068.72,0.617,1
011722.OF,20230422,20230331,0.7966,0.7966,,235715583.1,271925687.71,0.7966,1
011722.OF,20230120,20221231,0.7792,0.7792,,235492045.65,273860100.06,0.7792,1
010984.OF,20230422,20230331,0.9824,0.9824,,62501725.59,84144697.72,0.9824,1
010984.OF,20230120,20221231,0.9667,0.9667,,64044035.08,86029328.35,0.9667,1
010998.OF,20230421,20230331,0.8389,0.8389,,355273916.28,355273916.28,0.8389,1
010998.OF,20230120,20221231,0.7767,0.7767,,354268825.25,354268825.25,0.7767,1
008491.OF,20230421,20230331,1.1075,1.1075,,66152056.1,78429918.98,1.1075,1
008491.OF,20230120,20221231,1.038,1.038,,62244634.19,77116927.09,1.038,1
011316.OF,20230423,20230331,0.8322,0.8322,,10374836.97,41376849.82,0.8322,1
011316.OF,20230128,20221231,0.7814,0.7814,,8818118.38,37709019.67,0.7814,1
011987.OF,20230421,20230331,0.7922,0.7922,,11440481.61,11648746.69,0.7922,1
011987.OF,20230120,20221231,0.7783,0.7783,,11342134.08,11625790.17,0.7783,1
011708.OF,20230422,20230331,1.0233,1.0233,,425527277.45,602272748.09,1.0233,1
011708.OF,20230120,20221231,0.9298,0.9298,,437496861.26,618878988.53,0.9298,1
011557.OF,20230422,20230331,1.043,1.043,,252945889.79,263855676.13,1.043,1
011557.OF,20230120,20221231,1.0114,1.0114,,282823250.02,286481833.82,1.0114,1
011995.OF,20230422,20230331,1.0097,1.0097,,203349951.09,209714982.87,1.0097,1
011995.OF,20230120,20221231,1.0058,1.0058,,328847827.48,335896761.88,1.0058,1
011843.OF,20230421,20230331,0.7104,0.7104,,394610984.24,408232036.33,0.7104,1
011843.OF,20230120,20221231,0.6816,0.6816,,393824527.88,407068452.7,0.6816,1
010706.OF,20230421,20230331,0.9145,0.9145,,64906341.47,64906341.47,0.9145,1
010706.OF,20230120,20221231,0.9253,0.9253,,68132141.9,68132141.9,0.9253,1
011801.OF,20230420,20230331,0.9495,0.9495,,80459195.65,81690886.03,0.9495,1
011801.OF,20230119,20221231,0.9564,0.9564,,87075047.23,88401131.02,0.9564,1
011583.OF,20230421,20230331,0.7452,0.7452,,267785358.36,309346882.64,0.7452,1
011583.OF,20230118,20221231,0.7571,0.7571,,276683493.25,320386606.59,0.7571,1
011765.OF,20230422,20230331,0.8675,0.8675,,58076160.07,91120160.58,0.8675,1
011765.OF,20230120,20221231,0.81,0.81,,55703383.52,87374463.31,0.81,1
860008.OF,20230423,20230331,0.8764,1.4903,,30998848.44,56310074.04,0.8764,1
860008.OF,20230120,20221231,0.9194,1.5333,,32946784.69,59452121.68,0.9194,1
011991.OF,20230422,20230331,0.9624,0.9624,,363964469.64,675302067.47,0.9624,1
011991.OF,20230119,20221231,0.9497,0.9497,,387673459.92,710934876.57,0.9497,1
010869.OF,20230421,20230331,0.8986,0.8986,,920687177.1,920687177.1,0.8986,1
010869.OF,20230120,20221231,0.8894,0.8894,,985523371.6,985523371.6,0.8894,1
011971.OF,20230421,20230331,0.8712,0.8712,,39563135.32,71207647.41,0.8712,1
011971.OF,20230120,20221231,0.89,0.89,,41813904.41,75495820.66,0.89,1
011769.OF,20230421,20230331,1.0018,1.0018,,1852045637.93,1960002764.14,1.0018,1
011769.OF,20230120,20221231,0.9926,0.9926,,2197486421.4,2336415323.16,0.9926,1
010987.OF,20230421,20230331,0.92,0.92,,96704835.21,130123115.64,0.92,1
010987.OF,20230120,20221231,0.8692,0.8692,,96817798.01,129640268.97,0.8692,1
010919.OF,20230421,20230331,1.0193,1.0193,,163430926.55,226528924.6,1.0193,1
010919.OF,20230120,20221231,1.007,1.007,,190551539.7,280405077.11,1.007,1
011198.OF,20230421,20230331,1.0285,1.0435,,195857741.88,252403147.91,1.04384159,1
011198.OF,20230119,20221231,1.0144,1.0294,,341773774.65,506470387.34,1.02953127,1
011296.OF,20230421,20230331,0.6057,0.6057,,978305279.62,990825358.82,0.6057,1
011296.OF,20230120,20221231,0.65,0.65,,1049877724.67,1063327037.56,0.65,1
011927.OF,20230422,20230331,0.7147,0.7147,,95662884.44,107122409.93,0.7147,1
011927.OF,20230120,20221231,0.7011,0.7011,,96190878.49,107237794.48,0.7011,1
010373.OF,20230421,20230331,0.998,0.998,,32648684.12,72358646.47,0.998,1
010373.OF,20230119,20221231,0.987,0.987,,32289014.35,71600266.17,0.987,1
012116.OF,20230420,20230331,0.8124,0.8124,,10045471.26,14246008.49,0.8124,1
012116.OF,20230119,20221231,0.7975,0.7975,,9443663.65,12780188.72,0.7975,1
011746.OF,20230422,20230331,0.9987,0.9987,,965967087.66,1066669111.65,0.9987,1
011746.OF,20230120,20221231,0.9916,0.9916,,1105896803.58,1215568992.53,0.9916,1
011733.OF,20230420,20230331,0.8085,0.8085,,505567424.27,505567424.27,0.8085,1
011733.OF,20230120,20221231,0.7867,0.7867,,507622934.85,507622934.85,0.7867,1
010834.OF,20230422,20230331,1.0024,1.0024,,38506499.46,73558078.81,1.0024,1
010834.OF,20230120,20221231,0.9994,0.9994,,60698117.69,105911001.37,0.9994,1
011504.OF,20230422,20230331,1.0391,1.0391,,113050929.01,154203196.57,1.0391,1
011504.OF,20230120,20221231,1.0222,1.0222,,134554407.6,179167436.08,1.0222,1
010646.OF,20230421,20230331,0.7353,0.7353,,39562868.52,50057336.87,0.7353,1
010646.OF,20230120,20221231,0.7301,0.7301,,40715429.26,51143497.9,0.7301,1
010624.OF,20230421,20230331,0.8537,0.8537,,749388976.27,828091256.97,0.8537,1
010624.OF,20230120,20221231,0.7949,0.7949,,715728500.51,791740741.03,0.7949,1
011233.OF,20230421,20230331,0.9232,0.9232,,1029110086.66,1029205902.89,0.9232,1
011233.OF,20230119,20221231,0.9041,0.9041,,1007633275.37,1007670548.86,0.9041,1
011500.OF,20230421,20230331,0.7103,0.7103,,49708874.67,49708874.67,0.7103,1
011500.OF,20230120,20221231,0.6824,0.6824,,49866578.57,49866578.57,0.6824,1
011779.OF,20230421,20230331,1.0264,1.0264,,277233881.71,366014110.47,1.0264,1
011779.OF,20230120,20221231,1.009,1.009,,349391949.07,452463309.47,1.009,1
011777.OF,20230421,20230331,0.8799,0.8799,,1165925867.74,1217763830.97,0.8799,1
011777.OF,20230120,20221231,0.8679,0.8679,,1185041140.73,1217879415.2,0.8679,1
011506.OF,20230421,20230331,1.2145,1.2145,,722744846.82,1276688106.43,1.2145,1
011506.OF,20230120,20221231,1.1474,1.1474,,383539179.37,473879125.85,1.1474,1
011518.OF,20230421,20230331,0.8665,0.8665,,2622224115.06,2622224115.06,0.8665,1
011518.OF,20230120,20221231,0.8704,0.8704,,2737166700.62,2737166700.62,0.8704,1
011338.OF,20230422,20230331,0.8366,0.8366,,3268164859.75,3420580770.37,0.8366,1
011338.OF,20230120,20221231,0.8306,0.8306,,3242376522.04,3393471042.9,0.8306,1
011752.OF,20230421,20230331,0.9336,0.9336,,3653639057.59,4063086719.88,0.9336,1
011752.OF,20230120,20221231,0.9294,0.9294,,3741475263.4,4164960444.82,0.9294,1
011800.OF,20230421,20230331,0.795,0.795,,48348587.22,48648407.48,0.795,1
011800.OF,20230120,20221231,0.7695,0.7695,,75728936.77,76007339.46,0.7695,1
011534.OF,20230421,20230331,1.0117,1.0117,,144843437.85,159763010.76,1.0117,1
011534.OF,20230120,20221231,1.0065,1.0065,,183154160.38,201699182.85,1.0065,1
011698.OF,20230422,20230331,1.0146,1.0146,,359699845.14,392779374.22,1.0146,1
011698.OF,20230120,20221231,1.0019,1.0019,,405614696.07,442810715.28,1.0019,1
011932.OF,20230421,20230331,0.8374,0.8374,,4589767353.78,4982042575.15,0.8374,1
011932.OF,20230120,20221231,0.8652,0.8652,,5042566264.67,5483935895.78,0.8652,1
011442.OF,20230421,20230331,1.0399,1.0399,,3199977.76,41318373.58,1.0399,1
011442.OF,20230120,20221231,1.01,1.01,,3105506.71,31587732.55,1.01,1
011054.OF,20230421,20230331,0.9998,0.9998,,22923.94,59255.0,0.9998,1
011054.OF,20230120,20221231,0.9863,0.9863,,69081458.53,69122838.89,0.9863,1
011851.OF,20230423,20230331,1.1072,1.1072,,213364269.96,284178859.88,1.1072,1
011851.OF,20230128,20221231,1.0757,1.0757,,222769993.99,290351009.82,1.0757,1
910021.OF,20230421,20230331,3.5563,4.2533,,406083597.98,496047342.76,3.5563,1
910021.OF,20230120,20221231,3.5196,4.2166,,417424208.68,506613812.75,3.5196,1
010940.OF,20230421,20230331,1.0166,1.0166,,56338676.14,57698252.35,1.0166,1
010940.OF,20230118,20221231,1.009,1.009,,61453175.08,62953702.92,1.009,1
011856.OF,20230421,20230331,0.9433,0.9433,,462512372.71,487148921.59,0.9433,1
011856.OF,20230119,20221231,0.9138,0.9138,,489697946.74,516468613.27,0.9138,1
910004.OF,20230421,20230331,9.822,10.375,,789527432.78,11947089351.0,9.822,1
910004.OF,20230120,20221231,9.597,10.15,,792083865.67,11734343083.35,9.597,1
011694.OF,20230422,20230331,0.8567,0.8567,,154034058.23,223638505.27,0.8567,1
011694.OF,20230117,20221231,0.7876,0.7876,,141603943.87,205717741.93,0.7876,1
011783.OF,20230421,20230331,0.7609,0.7609,,7124170241.37,7124170241.37,0.7609,1
011783.OF,20230119,20221231,0.7697,0.7697,,7203619718.47,7203619718.47,0.7697,1
010896.OF,20230421,20230331,0.9446,0.9446,,17823916.12,125771857.22,0.9446,1
010896.OF,20230120,20221231,0.8352,0.8352,,16490882.1,113527462.83,0.8352,1
011181.OF,20230422,20230331,0.6931,0.6931,,98428571.63,100607414.03,0.6931,1
011181.OF,20230120,20221231,0.7146,0.7146,,102874424.98,105283255.42,0.7146,1
011696.OF,20230422,20230331,0.8167,0.8167,,557715326.53,569070113.12,0.8167,1
011696.OF,20230120,20221231,0.7826,0.7826,,561933860.49,572928104.85,0.7826,1
011684.OF,20230422,20230331,0.9661,0.9661,,22606488.61,22606488.61,0.9661,1
011684.OF,20230120,20221231,0.9135,0.9135,,21084111.46,21084111.46,0.9135,1
011290.OF,20230422,20230331,1.0167,1.0167,,41549968.43,46315020.69,1.0167,1
011290.OF,20230128,20221231,1.0083,1.0083,,44622294.47,50251976.64,1.0083,1
011740.OF,20230422,20230331,0.7726,0.7726,,514118339.94,629757451.95,0.7726,1
011740.OF,20230120,20221231,0.7587,0.7587,,513777577.16,627950151.04,0.7587,1
011170.OF,20230421,20230331,0.892,0.892,,86415115.31,148757773.18,0.892,1
011170.OF,20230120,20221231,0.7688,0.7688,,74074668.84,129432800.82,0.7688,1
011194.OF,20230421,20230331,0.9365,0.9365,,1327163639.74,2108061397.11,0.9365,1
011194.OF,20230120,20221231,0.9619,0.9619,,1362914983.43,2165578101.45,0.9619,1
011450.OF,20230421,20230331,0.6288,0.6288,,854563420.83,896232917.19,0.6288,1
011450.OF,20230118,20221231,0.6664,0.6664,,932394766.01,980129341.11,0.6664,1
010971.OF,20230421,20230331,0.9712,0.9712,,385187683.0,404422371.61,0.9712,1
010971.OF,20230120,20221231,0.9467,0.9467,,392430710.89,412447885.51,0.9467,1
010692.OF,20230421,20230331,0.7177,0.7177,,192644176.7,249050726.77,0.7177,1
010692.OF,20230120,20221231,0.6802,0.6802,,186749824.17,243580949.57,0.6802,1
010381.OF,20230420,20230331,1.1795,1.2001,,1933508661.85,3429626366.23,1.20126271,1
010381.OF,20230118,20221231,1.1564,1.177,,703104808.43,1356022944.89,1.17773649,1
010469.OF,20230421,20230331,0.9644,0.9644,,1021626224.18,1055916134.27,0.9644,1
010469.OF,20230120,20221231,0.8956,0.8956,,948520649.58,979687382.5,0.8956,1
011514.OF,20230422,20230331,0.9748,0.9748,,86375917.05,89763276.87,0.9748,1
011514.OF,20230120,20221231,0.9715,0.9715,,89542798.29,93132507.85,0.9715,1
011446.OF,20230421,20230331,1.2844,1.2844,,169013469.83,216331867.06,1.2844,1
011446.OF,20230120,20221231,1.2964,1.2964,,179103338.88,227062722.14,1.2964,1
010421.OF,20230422,20230331,0.8383,0.8383,,108367721.18,134543108.37,0.8383,1
010421.OF,20230121,20221231,0.8117,0.8117,,107031359.43,133838774.47,0.8117,1
010074.OF,20230422,20230331,1.0093,1.0093,,62472310.01,64733067.81,1.0093,1
010074.OF,20230120,20221231,1.0048,1.0048,,80749372.08,83434928.64,1.0048,1
004657.OF,20230421,20230331,1.0115,1.0115,,170726182.96,287283651.66,1.0115,1
004657.OF,20230120,20221231,1.0054,1.0054,,206988827.66,325392095.19,1.0054,1
010714.OF,20230421,20230331,0.9829,0.9829,,2115267768.4,2594462437.43,0.9829,1
010714.OF,20230120,20221231,0.8644,0.8644,,1655059723.27,1655070980.63,0.8644,1
910006.OF,20230421,20230331,4.0628,4.6258,,732888993.39,1384293907.32,4.0628,1
910006.OF,20230120,20221231,3.9452,4.5082,,724262465.37,1357856947.31,3.9452,1
011598.OF,20230420,20230331,1.0806,1.0806,,1176825109.47,1176825109.47,1.0806,1
011598.OF,20230118,20221231,0.9964,0.9964,,767348807.42,767348807.42,0.9964,1
011347.OF,20230421,20230331,1.0226,1.0226,,247937147.14,270293082.31,1.0226,1
011347.OF,20230120,20221231,1.0126,1.0126,,305132394.48,330691580.3,1.0126,1
011512.OF,20230423,20230331,1.0573,1.0573,,222191138.41,1897254603.47,1.0573,1
011512.OF,20230128,20221231,1.0796,1.0796,,147568075.51,1187346401.94,1.0796,1
010447.OF,20230422,20230331,1.0304,1.0304,,61782536.0,72820771.83,1.0304,1
010447.OF,20230120,20221231,0.8987,0.8987,,48244168.75,54526310.72,0.8987,1
011273.OF,20230421,20230331,0.7524,0.7524,,97140511.41,134570324.72,0.7524,1
011273.OF,20230119,20221231,0.756,0.756,,99201029.04,137701430.63,0.756,1
011002.OF,20230420,20230331,0.5979,0.5979,,10826777.33,43025507.02,0.5979,1
011002.OF,20230120,20221231,0.644,0.644,,11861424.83,47625640.38,0.644,1
011667.OF,20230421,20230331,0.916,0.916,,63885753.89,100325733.52,0.916,1
011667.OF,20230120,20221231,0.9091,0.9091,,62772634.23,100286032.99,0.9091,1
011369.OF,20230423,20230331,0.9769,0.9769,,121266411.93,189180909.97,0.9769,1
011369.OF,20230120,20221231,0.8807,0.8807,,113027576.61,177238631.75,0.8807,1
011293.OF,20230421,20230331,0.9812,0.9812,,118885306.97,118885306.97,0.9812,1
011293.OF,20230120,20221231,0.9635,0.9635,,127081421.18,127081421.18,0.9635,1
011767.OF,20230421,20230331,1.0301,1.0301,,400998574.81,477411091.95,1.0301,1
011767.OF,20230119,20221231,1.0075,1.0075,,478435278.97,568230660.08,1.0075,1
010799.OF,20230421,20230331,1.0171,1.0171,,181178468.52,184748135.67,1.0171,1
010799.OF,20230120,20221231,0.9748,0.9748,,196123118.37,199650125.44,0.9748,1
011064.OF,20230422,20230331,1.0121,1.0121,,1586394869.62,1959333991.38,1.0121,1
011064.OF,20230120,20221231,1.0027,1.0027,,1758229131.95,2180803983.19,1.0027,1
008154.OF,20230421,20230331,0.6701,0.6701,,31685750.26,202799855.58,0.6701,1
008154.OF,20230120,20221231,0.6623,0.6623,,32277071.27,213525850.54,0.6623,1
010785.OF,20230422,20230331,0.8098,0.8098,,18580987.58,37332376.32,0.8098,1
010785.OF,20230120,20221231,0.7962,0.7962,,15731739.28,29057796.81,0.7962,1
164826.OF,20230421,20230331,0.8291,0.8291,,165607797.74,179795918.41,0.8291,1
164826.OF,20230120,20221231,0.8202,0.8202,,163821179.7,177883945.95,0.8202,1
010558.OF,20230422,20230331,0.8598,0.8598,,142266887.69,213940435.3,0.8598,1
010558.OF,20230119,20221231,0.7926,0.7926,,135146730.4,203416570.27,0.7926,1
011649.OF,20230421,20230331,1.0896,1.0896,,1136425599.56,2140000588.87,1.0896,1
011649.OF,20230120,20221231,1.0211,1.0211,,552406765.46,876725433.71,1.0211,1
900027.OF,20230421,20230331,0.5912,0.5912,,55422282.25,56733434.14,0.5912,1
900027.OF,20230120,20221231,0.6333,0.6333,,59642005.95,61317465.62,0.6333,1
010415.OF,20230422,20230331,0.6771,0.6771,,130265627.33,134875163.04,0.6771,1
010415.OF,20230120,20221231,0.701,0.701,,137626120.32,143149768.18,0.701,1
011105.OF,20230421,20230331,1.0034,1.0034,,144386931.39,183722739.51,1.0034,1
011105.OF,20230120,20221231,0.9837,0.9837,,166198564.04,208243337.5,0.9837,1
011552.OF,20230421,20230331,1.059,1.059,,680106668.98,726393062.99,1.059,1
011552.OF,20230120,20221231,1.0457,1.0457,,803626075.05,853272843.11,1.0457,1
011152.OF,20230422,20230331,0.8612,0.8612,,1602151735.33,1602151735.33,0.8612,1
011152.OF,20230120,20221231,0.8374,0.8374,,1609457621.77,1609457621.77,0.8374,1
010676.OF,20230421,20230331,1.1313,1.256,,274859947.18,274859947.18,1.25911835,1
010676.OF,20230120,20221231,1.0039,1.1286,,285961206.7,285961206.7,1.11732424,1
011626.OF,20230421,20230331,0.8762,0.8762,,782189268.94,822753933.37,0.8762,1
011626.OF,20230120,20221231,0.8496,0.8496,,771567216.66,815706361.46,0.8496,1
010906.OF,20230421,20230331,0.9226,0.9226,,45577460.82,49365426.51,0.9226,1
010906.OF,20230118,20221231,0.9101,0.9101,,47046130.42,51894763.29,0.9101,1
010969.OF,20230421,20230331,0.7348,0.7348,,1561975425.6,1780388635.39,0.7348,1
010969.OF,20230120,20221231,0.7004,0.7004,,1537927056.42,1756484735.19,0.7004,1
011284.OF,20230420,20230331,0.7731,0.7731,,106269370.07,106269370.07,0.7731,1
011284.OF,20230117,20221231,0.7494,0.7494,,108346497.49,108346497.49,0.7494,1
011538.OF,20230421,20230331,1.0142,1.0142,,207158157.54,207650206.96,1.0142,1
011538.OF,20230120,20221231,0.9956,0.9956,,255298304.15,255889065.18,0.9956,1
011288.OF,20230422,20230331,0.7346,0.7346,,116216695.47,159665825.4,0.7346,1
011288.OF,20230120,20221231,0.7202,0.7202,,117126198.85,142611552.52,0.7202,1
010890.OF,20230421,20230331,1.0066,1.0066,,137268230.46,143555606.31,1.0066,1
010890.OF,20230119,20221231,0.9923,0.9923,,173949955.44,179441349.11,0.9923,1
010331.OF,20230423,20230331,0.7662,0.7662,,30398534.34,49257160.6,0.7662,1
010331.OF,20230128,20221231,0.748,0.748,,30527809.14,53055828.79,0.748,1
